organism_name	species_id	data_type	qv_score	error_rate	assembly_accession	size_mb	date	modify_date	taxid	bioproject_accession	bioproject_id	group	subgroup	gc%	replicons	wgs	scaffolds	genes	proteins	release_date	status	center	biosample_accession
Tauraco erythrolophus	bTauEry1	10x	36.7513	0.00021128	GCA_009769465.1	1252.27	12/04/18	12/19/19	121530	PRJNA561947	561947	Animals	Birds	42.7108	chromosome 1:CM019966.1; chromosome 2:CM019967.1; chromosome 3:CM019968.1; chromosome 4:CM019969.1; chromosome 5:CM019970.1; chromosome 6:CM019971.1; chromosome 7:CM019972.1; chromosome 8:CM019973.1; chromosome 9:CM019974.1; chromosome 10:CM019975.1; chromosome 11:CM019976.1; chromosome 12:CM019977.1; chromosome 13:CM019978.1; chromosome 14:CM019979.1; chromosome 15:CM019980.1; chromosome 16:CM019981.1; chromosome 17:CM019982.1; chromosome 18:CM019983.1; chromosome 19:CM019984.1; chromosome 20:CM019985.1; chromosome 21:CM019986.1; chromosome 22:CM019987.1; chromosome 23:CM019988.1; chromosome 24:CM019989.1; chromosome 25:CM019990.1; chromosome 26:CM019991.1; chromosome 27:CM019992.1; chromosome 28:CM019993.1; chromosome 29:CM019994.1; chromosome 30:CM019995.1; chromosome 31:CM019996.1; chromosome W:CM019998.1; chromosome Z:CM019997.1	WOXW01	140	-	-	12/18/19	Chromosome	Vertebrate Genomes Project	SAMN12621036
Taurulus bubalis	fTauBub2	10x	53.2558	4.73E-06	GCA_910589615.1	615.154	11/20/20	7/6/21	61643	PRJEB45317	733423	Animals	Fishes	42.2158	chromosome 1:OU342711.1; chromosome 2:OU342712.1; chromosome 3:OU342713.1; chromosome 4:OU342714.1; chromosome 5:OU342715.1; chromosome 6:OU342716.1; chromosome 7:OU342717.1; chromosome 8:OU342718.1; chromosome 9:OU342719.1; chromosome 10:OU342720.1; chromosome 11:OU342721.1; chromosome 12:OU342722.1; chromosome 13:OU342723.1; chromosome 14:OU342724.1; chromosome 15:OU342725.1; chromosome 16:OU342726.1; chromosome 17:OU342727.1; chromosome 18:OU342728.1; chromosome 19:OU342729.1; chromosome 20:OU342730.1; chromosome 21:OU342731.1; mitochondrion MT:OU342732.1	CAJUUV01	27	-	-	7/6/21	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA7522994
Tautogolabrus adspersus	fTauAds1	10x	47.6672	1.71E-05	GCA_020745685.1	723.582	11/19/19	11/5/21	34787	PRJNA774878	774878	Animals	Fishes	41.3626	chromosome 1:CM036534.1; chromosome 2:CM036535.1; chromosome 3:CM036536.1; chromosome 4:CM036537.1; chromosome 5:CM036538.1; chromosome 6:CM036539.1; chromosome 7:CM036540.1; chromosome 8:CM036541.1; chromosome 9:CM036542.1; chromosome 10:CM036543.1; chromosome 11:CM036544.1; chromosome 12:CM036545.1; chromosome 13:CM036546.1; chromosome 14:CM036547.1; chromosome 15:CM036548.1; chromosome 16:CM036549.1; chromosome 17:CM036550.1; chromosome 18:CM036551.1; chromosome 19:CM036552.1; chromosome 20:CM036553.1; chromosome 21:CM036554.1; chromosome 22:CM036555.1; chromosome 23:CM036556.1; chromosome 24:CM036557.1; mitochondrion MT:CM036584.1	JAJGRF01	64	-	-	11/5/21	Chromosome	Vertebrate Genomes Project	SAMN22589422
Thalassophryne amazonica	fThaAma1	10x	34.3681	0.00036576	GCA_902500255.1	2446.59	08/03/18	12/2/19	390379	PRJEB34606	575486	Animals	Fishes	42.0237	chromosome 1:NC_047103.1/LR722966.1; chromosome 2:NC_047104.1/LR722967.1; chromosome 3:NC_047105.1/LR722968.1; chromosome 4:NC_047106.1/LR722969.1; chromosome 5:NC_047107.1/LR722970.1; chromosome 6:NC_047108.1/LR722971.1; chromosome 7:NC_047109.1/LR722972.1; chromosome 8:NC_047110.1/LR722973.1; chromosome 9:NC_047111.1/LR722974.1; chromosome 10:NC_047112.1/LR722975.1; chromosome 11:NC_047113.1/LR722976.1; chromosome 12:NC_047114.1/LR722977.1; chromosome 13:NC_047115.1/LR722978.1; chromosome 14:NC_047116.1/LR722979.1; chromosome 15:NC_047117.1/LR722980.1; chromosome 16:NC_047118.1/LR722981.1; chromosome 17:NC_047119.1/LR722982.1; chromosome 18:NC_047120.1/LR722983.1; chromosome 19:NC_047121.1/LR722984.1; chromosome 20:NC_047122.1/LR722985.1; chromosome 21:NC_047123.1/LR722986.1; chromosome 22:NC_047124.1/LR722987.1; chromosome 23:NC_047125.1/LR722988.1	CABVOY01	464	31773	36356	9/27/19	Chromosome	Wellcome Sanger Institute	SAMEA104129913
Thamnophis elegans	rThaEle1	10x	34.0862	0.00039028	GCA_009769535.1	1672.19	05/08/19	12/23/19	35005	PRJNA602516	602516	Animals	Reptiles	41.1553	chromosome 1:NC_045541.1/CM020096.1; chromosome 2:NC_045542.1/CM020097.1; chromosome 3:NC_045543.1/CM020098.1; chromosome 4:NC_045544.1/CM020099.1; chromosome 5:NC_045545.1/CM020100.1; chromosome 6:NC_045546.1/CM020101.1; chromosome 7:NC_045547.1/CM020102.1; chromosome 8:NC_045548.1/CM020103.1; chromosome 9:NC_045549.1/CM020104.1; chromosome 10:NC_045550.1/CM020105.1; chromosome 11:NC_045551.1/CM020106.1; chromosome 12:NC_045552.1/CM020107.1; chromosome 13:NC_045553.1/CM020108.1; chromosome 14:NC_045554.1/CM020109.1; chromosome 15:NC_045555.1/CM020110.1; chromosome 16:NC_045556.1/CM020111.1; chromosome 17:NC_045557.1/CM020112.1; chromosome Z:NC_045558.1/CM020113.1	WNNA01	365	21688	30876	12/19/19	Chromosome	NCBI	SAMN12629499
Theristicus caerulescens	bTheCae1	10x	44.723	3.37E-05	GCA_020745775.1	1203.37	02/12/20	11/5/21	1118847	PRJNA774297	774297	Animals	Birds	42.3834	chromosome 1:CM036558.1; chromosome 2:CM036559.1; chromosome 3:CM036560.1; chromosome 4:CM036561.1; chromosome 5:CM036562.1; chromosome 6:CM036563.1; chromosome 7:CM036564.1; chromosome 8:CM036565.1; chromosome 9:CM036566.1; chromosome 10:CM036567.1; chromosome 11:CM036568.1; chromosome 12:CM036569.1; chromosome 13:CM036570.1; chromosome 14:CM036571.1; chromosome 15:CM036572.1; chromosome 16:CM036573.1; chromosome 17:CM036574.1; chromosome 18:CM036575.1; chromosome 19:CM036576.1; chromosome 20:CM036577.1; chromosome 21:CM036578.1; chromosome 22:CM036579.1; chromosome 23:CM036580.1; chromosome 24:CM036581.1; chromosome 25:CM036582.1; chromosome Z:CM036583.1; mitochondrion MT:CM036585.1	JAJGSR01	88	-	-	11/5/21	Chromosome	Vertebrate Genomes Project	SAMN22550094
Thunnus albacares	fThuAlb1	10x	54.5219	3.53E-06	GCA_914725855.1	792.101	9/11/21	9/11/21	8236	PRJEB47267	759540	Animals	Fishes	39.7252	chromosome 1:NC_058106.1/OU607592.1; chromosome 2:NC_058107.1/OU607593.1; chromosome 3:NC_058108.1/OU607594.1; chromosome 4:NC_058109.1/OU607595.1; chromosome 5:NC_058110.1/OU607596.1; chromosome 6:NC_058111.1/OU607597.1; chromosome 7:NC_058112.1/OU607598.1; chromosome 8:NC_058113.1/OU607599.1; chromosome 9:NC_058114.1/OU607600.1; chromosome 10:NC_058115.1/OU607601.1; chromosome 11:NC_058116.1/OU607602.1; chromosome 12:NC_058117.1/OU607603.1; chromosome 13:NC_058118.1/OU607604.1; chromosome 14:NC_058119.1/OU607605.1; chromosome 15:NC_058120.1/OU607606.1; chromosome 16:NC_058121.1/OU607607.1; chromosome 17:NC_058122.1/OU607608.1; chromosome 18:NC_058123.1/OU607609.1; chromosome 19:NC_058124.1/OU607610.1; chromosome 20:NC_058125.1/OU607611.1; chromosome 21:NC_058126.1/OU607612.1; chromosome 22:NC_058127.1/OU607613.1; chromosome 23:NC_058128.1/OU607614.1; chromosome 24:NC_058129.1/OU607615.1; mitochondrion MT:OU607616.1	CAJZAX01	68	34728	48150	9/11/21	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA8654749
Thunnus maccoyii	fThuMac1	10x	56.021	2.50E-06	GCA_910596095.1	782.424	12/20/20	9/18/21	8240	PRJEB46021	743001	Animals	Fishes	39.7315	chromosome 1:NC_056533.1/OU343191.1; chromosome 2:NC_056534.1/OU343192.1; chromosome 3:NC_056535.1/OU343193.1; chromosome 4:NC_056536.1/OU343194.1; chromosome 5:NC_056537.1/OU343195.1; chromosome 6:NC_056538.1/OU343196.1; chromosome 7:NC_056539.1/OU343197.1; chromosome 8:NC_056540.1/OU343198.1; chromosome 9:NC_056541.1/OU343199.1; chromosome 10:NC_056542.1/OU343200.1; chromosome 11:NC_056543.1/OU343201.1; chromosome 12:NC_056544.1/OU343202.1; chromosome 13:NC_056545.1/OU343203.1; chromosome 14:NC_056546.1/OU343204.1; chromosome 15:NC_056547.1/OU343205.1; chromosome 16:NC_056548.1/OU343206.1; chromosome 17:NC_056549.1/OU343207.1; chromosome 18:NC_056550.1/OU343208.1; chromosome 19:NC_056551.1/OU343209.1; chromosome 20:NC_056552.1/OU343210.1; chromosome 21:NC_056553.1/OU343211.1; chromosome 22:NC_056554.1/OU343212.1; chromosome 23:NC_056555.1/OU343213.1; chromosome 24:NC_056556.1/OU343214.1; mitochondrion MT:NC_014101.1/OU343215.1	CAJVDC01	58	33655	49507	7/6/21	Chromosome	Wellcome Sanger Institute	SAMEA8654747
Toxotes jaculatrix	fToxJac2	Pacbio_hifi	63.4608	4.51E-07	GCA_017976425.1	621.503	4/15/21	4/15/21	941984	PRJNA723051	723051	Animals	Fishes	41.1132	chromosome 1:NC_054394.1/CM030680.1; chromosome 2:NC_054395.1/CM030681.1; chromosome 3:NC_054396.1/CM030682.1; chromosome 4:NC_054397.1/CM030683.1; chromosome 5:NC_054398.1/CM030684.1; chromosome 6:NC_054399.1/CM030685.1; chromosome 7:NC_054400.1/CM030686.1; chromosome 8:NC_054401.1/CM030687.1; chromosome 9:NC_054402.1/CM030688.1; chromosome 10:NC_054403.1/CM030689.1; chromosome 11:NC_054404.1/CM030690.1; chromosome 12:NC_054405.1/CM030691.1; chromosome 13:NC_054406.1/CM030692.1; chromosome 14:NC_054407.1/CM030693.1; chromosome 15:NC_054408.1/CM030694.1; chromosome 16:NC_054409.1/CM030695.1; chromosome 17:NC_054410.1/CM030696.1; chromosome 18:NC_054411.1/CM030697.1; chromosome 19:NC_054412.1/CM030698.1; chromosome 20:NC_054413.1/CM030699.1; chromosome 21:NC_054414.1/CM030700.1; chromosome 22:NC_054415.1/CM030701.1; chromosome 23:NC_054416.1/CM030702.1; chromosome 24:NC_054417.1/CM030703.1	JAGIYR01	96	26242	38398	4/15/21	Chromosome	NCBI	SAMN18445299
Trachurus trachurus	fTraTra1	10x	49.6216	1.09E-05	GCA_905171665.2	801.244	08/08/19	11/21/21	36212	PRJEB42172	686764	Animals	Fishes	41.9451	chromosome 1:LR991628.1; chromosome 2:LR991651.1; chromosome 3:LR991630.1; chromosome 4:LR991635.1; chromosome 5:LR991633.1; chromosome 6:LR991634.1; chromosome 7:LR991638.1; chromosome 8:LR991642.1; chromosome 9:LR991632.1; chromosome 10:LR991631.1; chromosome 11:LR991641.1; chromosome 12:LR991645.1; chromosome 13:LR991629.1; chromosome 14:LR991640.1; chromosome 15:LR991643.1; chromosome 16:LR991639.1; chromosome 17:LR991637.1; chromosome 18:LR991646.1; chromosome 19:LR991650.1; chromosome 20:LR991648.1; chromosome 21:LR991636.1; chromosome 22:LR991644.1; chromosome 23:LR991649.1; chromosome 24:LR991647.1; mitochondrion MT:LR991652.1	CAJIMH02	153	-	-	1/25/21	Chromosome	Wellcome Sanger Institute	SAMEA7524396
Trichosurus vulpecula	mTriVul1	10x	43.4758	4.49E-05	GCA_011100635.1	3359.35	09/01/18	3/9/20	9337	PRJNA667932	667932	Animals	Mammals	39.53	chromosome 1:NC_050573.1/CM021905.1; chromosome 2:NC_050574.1/CM021906.1; chromosome 3:NC_050575.1/CM021907.1; chromosome 4:NC_050576.1/CM021908.1; chromosome 5:NC_050577.1/CM021909.1; chromosome 6:NC_050578.1/CM021910.1; chromosome 7:NC_050579.1/CM021911.1; chromosome 8:NC_050580.1/CM021912.1; chromosome 9:NC_050581.1/CM021913.1; chromosome X:NC_050582.1/CM021914.1; mitochondrion MT:NC_003039.1/CM021960.1	JAANDE01	212	31401	35542	3/9/20	Chromosome	NCBI	SAMN12629507
Trogon surrucura	bTroSur1	10x	46.4845	2.25E-05	GCA_020746105.1	1165.75	02/12/20	11/5/21	297711	PRJNA774295	774295	Animals	Birds	42.842	chromosome 1:CM036617.1; chromosome 2:CM036618.1; chromosome 3:CM036619.1; chromosome 4:CM036620.1; chromosome 5:CM036621.1; chromosome 6:CM036622.1; chromosome 7:CM036623.1; chromosome 8:CM036624.1; chromosome 9:CM036625.1; chromosome 10:CM036626.1; chromosome 11:CM036627.1; chromosome 12:CM036628.1; chromosome 13:CM036629.1; chromosome 14:CM036630.1; chromosome 15:CM036631.1; chromosome 16:CM036632.1; chromosome 17:CM036633.1; chromosome 18:CM036634.1; chromosome 19:CM036635.1; chromosome 20:CM036636.1; chromosome 21:CM036637.1; chromosome 22:CM036638.1; chromosome 23:CM036639.1; chromosome 24:CM036640.1; chromosome 25:CM036641.1; chromosome 26:CM036642.1; chromosome 27:CM036643.1; chromosome 28:CM036644.1; chromosome 29:CM036645.1; chromosome 30:CM036646.1; chromosome 31:CM036647.1; chromosome 32:CM036648.1; chromosome 33:CM036649.1; chromosome 34:CM036650.1; chromosome 35:CM036651.1; chromosome 36:CM036652.1; chromosome 37:CM036653.1; chromosome 38:CM036654.1; chromosome 39:CM036655.1; chromosome 40:CM036656.1; chromosome W:CM036657.1; chromosome Z:CM036658.1; mitochondrion MT:CM036751.1	JAJGST01	182	-	-	11/5/21	Chromosome	Vertebrate Genomes Project	SAMN22550082
Tursiops truncatus	mTurTru1.mat	10x	46.0449	2.49E-05	GCA_011762535.1	2385.75	06/03/19	4/11/22	9739	PRJNA561885	561885	Animals	Mammals	41.3	-	JAAOMB01	985	-	-	3/25/20	Scaffold	Vertebrate Genomes Project	SAMN12326775
Tursiops truncatus	mTurTru1.pat	10x	41.7896	6.62E-05	GCA_011762515.1	2379	06/03/19	4/11/22	9739	PRJNA561884	561884	Animals	Mammals	40.6	-	JAAOMC01	1166	-	-	3/25/20	Scaffold	Vertebrate Genomes Project	SAMN12326775
Vidua chalybeata	bVidCha1	Illumina	45.9893	2.52E-05	GCA_026979565.1	1080.44	01/12/21	12/21/22	81927	PRJNA940449	940449	Animals	Birds	42.2301	chromosome 1:CM049526.1; chromosome 2:CM049527.1; chromosome 3:CM049528.1; chromosome 4:CM049529.1; chromosome 5:CM049530.1; chromosome 6:CM049531.1; chromosome 7:CM049532.1; chromosome 8:CM049533.1; chromosome 9:CM049534.1; chromosome 10:CM049535.1; chromosome 11:CM049536.1; chromosome 12:CM049537.1; chromosome 13:CM049538.1; chromosome 14:CM049539.1; chromosome 15:CM049540.1; chromosome 16:CM049541.1; chromosome 17:CM049542.1; chromosome 18:CM049543.1; chromosome 19:CM049544.1; chromosome 20:CM049545.1; chromosome 21:CM049546.1; chromosome 22:CM049547.1; chromosome 23:CM049548.1; chromosome 24:CM049549.1; chromosome 25:CM049550.1; chromosome 26:CM049551.1; chromosome 27:CM049552.1; chromosome 28:CM049553.1; chromosome 29:CM049554.1; chromosome 30:CM049555.1; chromosome 31:CM049556.1; chromosome 32:CM049557.1; chromosome 33:CM049558.1; chromosome 34:CM049559.1; chromosome 35:CM049560.1; chromosome 36:CM049561.1; chromosome 37:CM049562.1; chromosome 38:CM049563.1; chromosome 39:CM049564.1; chromosome W:CM049565.1; chromosome Z:CM049566.1; mitochondrion MT:CM049591.1	JAPVQZ01	177	-	-	12/16/22	Chromosome	NCBI	SAMN12254000
Vipera latastei	rVipLat1	Pacbio_hifi	45.7328	2.67E-05	GCA_024294585.1	1631.57	03/04/21	7/20/22	246179	PRJNA838200	838200	Animals	Reptiles	40.9556	chromosome 1:CM044354.1; chromosome 2:CM044355.1; chromosome 3:CM044356.1; chromosome 4:CM044357.1; chromosome 5:CM044358.1; chromosome 6:CM044359.1; chromosome 7:CM044360.1; chromosome 8:CM044361.1; chromosome 9:CM044362.1; chromosome 10:CM044363.1; chromosome 11:CM044364.1; chromosome 12:CM044365.1; chromosome 13:CM044366.1; chromosome 14:CM044367.1; chromosome 15:CM044368.1; chromosome 16:CM044369.1; chromosome 17:CM044370.1; chromosome Z:CM044371.1	JANCQY01	56	-	-	7/16/22	Chromosome	Vertebrate Genomes Project	SAMN28408464
Vipera ursinii	rVipUrs1	Pacbio_hifi	58.5897	1.38E-06	GCA_947247035.1	1625.02	10/30/22	10/30/22	103942	PRJEB57183	895675	Animals	Reptiles	40.9423	chromosome 1:OX365964.1; chromosome 2:OX365965.1; chromosome 3:OX365966.1; chromosome 4:OX365968.1; chromosome 5:OX365969.1; chromosome 6:OX365970.1; chromosome 7:OX365971.1; chromosome 8:OX365973.1; chromosome 9:OX365974.1; chromosome 10:OX365975.1; chromosome 11:OX365976.1; chromosome 12:OX365977.1; chromosome 13:OX365978.1; chromosome 14:OX365979.1; chromosome 15:OX365980.1; chromosome 16:OX365981.1; chromosome 17:OX365982.1; chromosome W:OX365972.1; chromosome Z:OX365967.1; mitochondrion MT:OX365983.1	CAMXUJ01	384	-	-	10/29/22	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA12832258
Xenentodon cancila	fXenCan1	10x	42.1381	6.11E-05	GCA_014839995.1	736.215	11/10/18	10/2/20	129108	PRJNA561973	561973	Animals	Fishes	41.4775	chromosome 1:CM026197.1; chromosome 2:CM026198.1; chromosome 3:CM026199.1; chromosome 4:CM026200.1; chromosome 5:CM026201.1; chromosome 6:CM026202.1; chromosome 7:CM026203.1; chromosome 8:CM026204.1; chromosome 9:CM026205.1; chromosome 10:CM026206.1; chromosome 11:CM026207.1; chromosome 12:CM026208.1; chromosome 13:CM026209.1; chromosome 14:CM026210.1; chromosome 15:CM026211.1; chromosome 16:CM026212.1; chromosome 17:CM026213.1; chromosome 18:CM026214.1; chromosome 19:CM026215.1; chromosome 20:CM026216.1; chromosome 21:CM026217.1; chromosome 22:CM026218.1; chromosome 23:CM026219.1; chromosome 24:CM026220.1; mitochondrion MT:CM026221.1	JABWDQ01	410	-	-	9/30/20	Chromosome	Vertebrate Genomes Project	SAMN12623622
Zalophus californianus	mZalCal1	10x	43.641	4.32E-05	GCA_009762305.2	2409.69	08/05/19	8/6/20	9704	PRJNA602522	602522	Animals	Mammals	41.4631	chromosome 1:NC_045595.1/CM019802.2; chromosome 2:NC_045596.1/CM019803.2; chromosome 3:NC_045597.1/CM019804.2; chromosome 4:NC_045598.1/CM019805.2; chromosome 5:NC_045599.1/CM019806.2; chromosome 6:NC_045600.1/CM019807.2; chromosome 7:NC_045601.1/CM019808.2; chromosome 8:NC_045602.1/CM019809.2; chromosome 9:NC_045603.1/CM019810.2; chromosome 10:NC_045604.1/CM019811.2; chromosome 11:NC_045605.1/CM019812.2; chromosome 12:NC_045606.1/CM019813.2; chromosome 13:NC_045607.1/CM019814.2; chromosome 14:NC_045608.1/CM019815.2; chromosome 15:NC_045609.1/CM019816.2; chromosome 16:NC_045610.1/CM019817.2; chromosome 17:NC_045611.1/CM019818.2; chromosome X:NC_045612.1/CM019819.2; chromosome Y:NC_045613.1/CM019820.2; mitochondrion MT:NC_008416.1/CM019821.1	WPOA02	47	32543	61024	12/17/19	Chromosome	NCBI	SAMN12368149
Lemur catta	mLemCat1	Pacbio_hifi	52.9502	5.07E-06	GCA_020740605.1	2245.6	02/05/21	11/4/21	9447	PRJNA779062	779062	Animals	Mammals	41.3753	chromosome 1:NC_059128.1/CM036472.1; chromosome 2:NC_059129.1/CM036473.1; chromosome 3:NC_059130.1/CM036474.1; chromosome 4:NC_059131.1/CM036475.1; chromosome 5:NC_059132.1/CM036476.1; chromosome 6:NC_059133.1/CM036477.1; chromosome 7:NC_059134.1/CM036478.1; chromosome 8:NC_059135.1/CM036479.1; chromosome 9:NC_059136.1/CM036480.1; chromosome 10:NC_059137.1/CM036481.1; chromosome 11:NC_059138.1/CM036482.1; chromosome 12:NC_059139.1/CM036483.1; chromosome 13:NC_059140.1/CM036484.1; chromosome 14:NC_059141.1/CM036485.1; chromosome 15:NC_059142.1/CM036486.1; chromosome 16:NC_059143.1/CM036487.1; chromosome 17:NC_059144.1/CM036488.1; chromosome 18:NC_059145.1/CM036489.1; chromosome 19:NC_059146.1/CM036490.1; chromosome 20:NC_059147.1/CM036491.1; chromosome 21:NC_059148.1/CM036492.1; chromosome 22:NC_059149.1/CM036493.1; chromosome 23:NC_059150.1/CM036494.1; chromosome 24:NC_059151.1/CM036495.1; chromosome 25:NC_059152.1/CM036496.1; chromosome 26:NC_059153.1/CM036497.1; chromosome 27:NC_059154.1/CM036498.1; chromosome X:NC_059155.1/CM036499.1; chromosome Y:NC_059156.1/CM036500.1; mitochondrion MT:NC_059325.1/CM036502.1	JAJGPY01	185	30858	45154	11/3/21	Chromosome	NCBI	SAMN12621102
Podargus strigoides	bPodStr1	Pacbio_hifi	62.8616	5.17E-07	GCA_028020825.1	1271.14	11/19/21	1/26/23	8905	PRJNA912327	912327	Animals	Birds	42.3659	chromosome 1:CM051619.1; chromosome 2:CM051620.1; chromosome 3:CM051621.1; chromosome 4:CM051622.1; chromosome 5:CM051623.1; chromosome 6:CM051624.1; chromosome 7:CM051625.1; chromosome 8:CM051626.1; chromosome 9:CM051627.1; chromosome 10:CM051628.1; chromosome 11:CM051629.1; chromosome 12:CM051630.1; chromosome 13:CM051631.1; chromosome 14:CM051632.1; chromosome 15:CM051633.1; chromosome 16:CM051634.1; chromosome 17:CM051635.1; chromosome 18:CM051636.1; chromosome 19:CM051637.1; chromosome 20:CM051638.1; chromosome 21:CM051639.1; chromosome 22:CM051640.1; chromosome 23:CM051641.1; chromosome 24:CM051642.1; chromosome 25:CM051643.1; chromosome 26:CM051644.1; chromosome 27:CM051645.1; chromosome 28:CM051646.1; chromosome 29:CM051647.1; chromosome 30:CM051648.1; chromosome 31:CM051649.1; chromosome 32:CM051650.1; chromosome 33:CM051651.1; chromosome 34:CM051652.1; chromosome 35:CM051653.1; chromosome 36:CM051654.1; chromosome 37:CM051655.1; chromosome 38:CM051656.1; chromosome 39:CM051657.1; chromosome 40:CM051658.1; chromosome 41:CM051659.1; chromosome 42:CM051660.1; chromosome 43:CM051661.1; chromosome W:CM051662.1; chromosome Z:CM051663.1	JAQJZH01	1038	-	-	1/26/23	Chromosome	Vertebrate Genomes Project	SAMN31801959
Elephas maximus indicus	mEleMax1	Pacbio_hifi	70.5264	8.86E+00	GCA_024166365.1	3401.25	10/21/22	7/6/22	99487	PRJNA861314	861314	Animals	Mammals	41.1538	chromosome 1:NC_064819.1/CM044020.1; chromosome 2:NC_064820.1/CM044021.1; chromosome 3:NC_064821.1/CM044022.1; chromosome 4:NC_064822.1/CM044023.1; chromosome 5:NC_064823.1/CM044024.1; chromosome 6:NC_064824.1/CM044025.1; chromosome 7:NC_064825.1/CM044026.1; chromosome 8:NC_064826.1/CM044027.1; chromosome 9:NC_064827.1/CM044028.1; chromosome 10:NC_064828.1/CM044029.1; chromosome 11:NC_064829.1/CM044030.1; chromosome 12:NC_064830.1/CM044031.1; chromosome 13:NC_064831.1/CM044032.1; chromosome 14:NC_064832.1/CM044033.1; chromosome 15:NC_064833.1/CM044034.1; chromosome 16:NC_064834.1/CM044035.1; chromosome 17:NC_064835.1/CM044036.1; chromosome 18:NC_064836.1/CM044037.1; chromosome 19:NC_064837.1/CM044038.1; chromosome 20:NC_064838.1/CM044039.1; chromosome 21:NC_064839.1/CM044040.1; chromosome 22:NC_064840.1/CM044041.1; chromosome 23:NC_064841.1/CM044042.1; chromosome 24:NC_064842.1/CM044043.1; chromosome 25:NC_064843.1/CM044044.1; chromosome 26:NC_064844.1/CM044045.1; chromosome 27:NC_064845.1/CM044046.1; chromosome X:NC_064846.1/CM044047.1; chromosome Y:NC_064847.1/CM044048.1	JAMZQU01	64	30964	53692	7/5/22	Chromosome	NCBI	SAMN29174328
Scomber japonicus	fScoJap1	Illumina	44.4716	3.57E-05	GCA_027409825.1	828.681	05/04/22	12/28/22	13676	PRJNA928096	928096	Animals	Fishes	40.0112	chromosome 1:CM050003.1; chromosome 2:CM050004.1; chromosome 3:CM050005.1; chromosome 4:CM050006.1; chromosome 5:CM050007.1; chromosome 6:CM050008.1; chromosome 7:CM050009.1; chromosome 8:CM050010.1; chromosome 9:CM050011.1; chromosome 10:CM050012.1; chromosome 11:CM050013.1; chromosome 12:CM050014.1; chromosome 13:CM050015.1; chromosome 14:CM050016.1; chromosome 15:CM050017.1; chromosome 16:CM050018.1; chromosome 17:CM050019.1; chromosome 18:CM050020.1; chromosome 19:CM050021.1; chromosome 20:CM050022.1; chromosome 21:CM050023.1; chromosome 22:CM050024.1; chromosome 23:CM050025.1; chromosome 24:CM050026.1; mitochondrion MT:CM050089.1	JAPYKA01	360	-	-	12/27/22	Chromosome	NCBI	SAMN32224830
